action_id,loan_id,action_date_key,reference_month_end_date_key,dpd_at_action,action_type,outcome,collector_id,collection_team,amount_recovered
368,1285,20251018,20251031,360,Field Visit,Paid Partial,40,In-house,30599.22
369,3080,20250211,20250228,230,SMS Reminder,Reached,6,In-house,0.0
370,386,20250516,20250531,58,Field Visit,Restructured,17,In-house,0.0
371,2067,20250824,20250831,77,Promise to Pay,Paid Partial,22,In-house,122813.86
372,3523,20250728,20250731,216,Phone Call,Restructured,34,In-house,0.0
373,303,20240627,20240630,229,SMS Reminder,Reached,24,In-house,0.0
374,2642,20250114,20250131,86,SMS Reminder,PTP Given,61,In-house,0.0
375,1682,20250906,20250930,229,SMS Reminder,PTP Given,62,In-house,0.0
376,244,20250529,20250531,40,Promise to Pay,PTP Broken,59,In-house,0.0
377,2224,20250517,20250531,52,Field Visit,Escalated,55,In-house,0.0
378,2525,20250929,20250930,120,SMS Reminder,Paid Full,13,Agency A,19184.08
379,1397,20250821,20250831,223,Phone Call,Paid Partial,24,In-house,18222.17
380,1278,20250429,20250430,213,Phone Call,Reached,43,Agency B,0.0
381,3983,20250822,20250831,162,Legal Notice,Paid Partial,43,In-house,23428.04
382,1782,20251019,20251031,82,Promise to Pay,Restructured,15,In-house,0.0
383,1745,20250920,20250930,206,Demand Letter,PTP Given,23,In-house,0.0
384,901,20240824,20240831,36,Promise to Pay,Escalated,8,In-house,0.0
385,4047,20250920,20250930,270,SMS Reminder,Reached,16,In-house,0.0
386,2821,20250607,20250630,117,Phone Call,Paid Partial,48,In-house,9744.92
387,4165,20251111,20251130,104,Restructure Offer,Reached,57,In-house,0.0
388,227,20250913,20250930,360,Demand Letter,Paid Partial,50,In-house,33146.05
389,3650,20250119,20250131,122,SMS Reminder,Reached,22,In-house,0.0
390,2036,20251020,20251031,95,Restructure Offer,No Answer,19,In-house,0.0
391,237,20251106,20251130,360,Field Visit,Reached,14,In-house,0.0
392,2870,20251117,20251130,135,Phone Call,Paid Partial,2,In-house,22553.22
393,3489,20251117,20251130,55,SMS Reminder,Reached,61,In-house,0.0
394,4168,20241214,20241231,114,Phone Call,PTP Broken,39,In-house,0.0
395,188,20250715,20250731,37,Restructure Offer,PTP Given,24,In-house,0.0
396,1911,20251129,20251130,264,SMS Reminder,No Answer,38,In-house,0.0
397,182,20250421,20250430,266,SMS Reminder,No Answer,47,In-house,0.0
398,1615,20251126,20251130,360,Field Visit,Paid Full,52,In-house,18284.33
399,4047,20250709,20250731,214,Phone Call,PTP Given,29,Agency B,0.0
400,1972,20250319,20250331,43,Demand Letter,PTP Given,63,In-house,0.0
401,3793,20251213,20251231,230,SMS Reminder,Paid Partial,24,Agency A,4441.41
402,1741,20240715,20240731,37,Phone Call,Reached,5,Agency B,0.0
403,3119,20250616,20250630,162,Phone Call,PTP Given,31,In-house,0.0
404,2250,20241010,20241031,40,Field Visit,PTP Broken,27,In-house,0.0
405,4071,20250926,20250930,81,Legal Notice,Reached,36,In-house,0.0
406,2733,20250718,20250731,347,Legal Notice,Reached,35,In-house,0.0
407,3932,20251218,20251231,253,Phone Call,PTP Broken,22,In-house,0.0
408,1879,20250225,20250228,75,Promise to Pay,Escalated,38,Agency B,0.0
409,2116,20251109,20251130,46,Phone Call,Reached,19,In-house,0.0
410,1512,20250508,20250531,188,Phone Call,PTP Given,22,In-house,0.0
411,2161,20250322,20250331,100,Promise to Pay,Reached,46,In-house,0.0
412,3761,20251119,20251130,119,SMS Reminder,No Answer,15,In-house,0.0
413,67,20251106,20251130,48,Phone Call,Paid Full,46,In-house,31289.66
414,590,20241121,20241130,137,SMS Reminder,PTP Given,2,In-house,0.0
415,3914,20251109,20251130,269,Field Visit,PTP Given,40,In-house,0.0
416,1015,20250831,20250831,63,SMS Reminder,Paid Partial,64,In-house,22318.71
417,2273,20250921,20250930,337,SMS Reminder,Reached,55,In-house,0.0
418,3854,20241221,20241231,114,SMS Reminder,Reached,39,In-house,0.0
419,3356,20250826,20250831,62,Demand Letter,No Answer,64,In-house,0.0
420,2543,20241119,20241130,345,Phone Call,Paid Partial,36,In-house,31493.6
421,1341,20251227,20251231,46,Phone Call,Reached,49,Agency B,0.0
422,752,20250918,20250930,342,Field Visit,No Answer,17,In-house,0.0
423,905,20250406,20250430,198,Demand Letter,Reached,15,Agency B,0.0
424,3596,20240823,20240831,67,Restructure Offer,Restructured,41,In-house,0.0
425,4010,20250807,20250831,260,Phone Call,PTP Broken,38,Agency A,0.0
426,1692,20251114,20251130,127,Demand Letter,No Answer,35,Agency A,0.0
427,3129,20250609,20250630,33,Restructure Offer,Paid Partial,31,Agency A,5710.05
428,2159,20250413,20250430,213,Promise to Pay,Reached,41,In-house,0.0
429,3261,20251015,20251031,71,Promise to Pay,Reached,31,In-house,0.0
430,1127,20250227,20250228,253,SMS Reminder,PTP Given,18,In-house,0.0
431,2918,20251128,20251130,275,Phone Call,PTP Broken,1,In-house,0.0
432,841,20251027,20251031,237,Phone Call,Reached,12,In-house,0.0
433,3281,20241108,20241130,30,Phone Call,PTP Given,26,In-house,0.0
434,703,20240310,20240331,54,Phone Call,PTP Broken,24,In-house,0.0
435,580,20250912,20250930,219,Phone Call,Paid Partial,33,In-house,2963.1
436,2632,20241208,20241231,200,SMS Reminder,PTP Given,23,In-house,0.0
437,545,20250923,20250930,194,Phone Call,Paid Full,62,In-house,29201.96
438,3473,20241107,20241130,186,Phone Call,Paid Full,40,In-house,34202.7
439,632,20250411,20250430,253,SMS Reminder,Restructured,43,In-house,0.0
440,1063,20251230,20251231,73,Phone Call,Escalated,60,In-house,0.0
441,1635,20241010,20241031,32,Phone Call,Reached,16,Agency A,0.0
442,815,20251025,20251031,108,Field Visit,Escalated,7,Agency A,0.0
443,1735,20251009,20251031,112,SMS Reminder,No Answer,13,In-house,0.0
444,3259,20240922,20240930,45,Phone Call,Reached,33,In-house,0.0
445,3938,20251216,20251231,39,Restructure Offer,Reached,16,In-house,0.0
446,1813,20250814,20250831,180,Restructure Offer,No Answer,9,In-house,0.0
447,248,20250908,20250930,97,Phone Call,PTP Broken,45,In-house,0.0
448,2308,20251120,20251130,288,SMS Reminder,No Answer,53,In-house,0.0
449,1826,20251022,20251031,360,Phone Call,Paid Full,8,Agency A,34553.18
450,781,20241122,20241130,34,Field Visit,Reached,59,In-house,0.0
451,3650,20241113,20241130,78,SMS Reminder,Reached,53,In-house,0.0
452,1174,20241011,20241031,73,SMS Reminder,No Answer,61,In-house,0.0
453,2301,20250818,20250831,331,SMS Reminder,Reached,2,In-house,0.0
454,1787,20251220,20251231,115,SMS Reminder,Escalated,40,In-house,0.0
455,4119,20250606,20250630,50,SMS Reminder,PTP Given,55,In-house,0.0
456,645,20250827,20250831,101,Phone Call,No Answer,8,In-house,0.0
457,4053,20250526,20250531,157,Restructure Offer,Reached,12,In-house,0.0
458,3744,20241123,20241130,71,Legal Notice,Paid Partial,28,In-house,8708.81
459,1355,20251223,20251231,111,SMS Reminder,Reached,2,In-house,0.0
460,3724,20250610,20250630,259,Field Visit,Paid Partial,33,In-house,2386.45
461,1769,20250612,20250630,209,Field Visit,No Answer,49,In-house,0.0
462,1090,20250821,20250831,89,Legal Notice,Reached,35,In-house,0.0
463,3509,20241013,20241031,105,Demand Letter,No Answer,30,In-house,0.0
464,3545,20250228,20250228,95,Field Visit,Paid Partial,59,In-house,67408.6
465,80,20250225,20250228,86,SMS Reminder,Restructured,8,In-house,0.0
466,2054,20241130,20241130,37,SMS Reminder,PTP Given,17,In-house,0.0
467,3694,20251219,20251231,40,SMS Reminder,Paid Partial,49,Agency B,8907.61
468,3876,20250921,20250930,241,SMS Reminder,Paid Partial,62,In-house,23593.32
469,518,20250723,20250731,45,Phone Call,Reached,31,In-house,0.0
470,3738,20251115,20251130,36,SMS Reminder,No Answer,44,In-house,0.0
471,3775,20250809,20250831,98,SMS Reminder,PTP Given,47,In-house,0.0
472,2948,20241229,20241231,108,Restructure Offer,Paid Partial,2,In-house,10834.85
473,2696,20250512,20250531,157,Phone Call,No Answer,32,In-house,0.0
474,757,20251016,20251031,247,Phone Call,Escalated,45,In-house,0.0
475,2682,20251030,20251031,50,Legal Notice,Paid Partial,4,In-house,23270.96
476,2585,20250225,20250228,333,SMS Reminder,Escalated,4,In-house,0.0
477,1889,20250209,20250228,177,SMS Reminder,No Answer,45,In-house,0.0
478,3772,20241112,20241130,95,Phone Call,PTP Broken,15,In-house,0.0
479,1004,20250209,20250228,85,Promise to Pay,Reached,3,In-house,0.0
480,429,20251211,20251231,360,SMS Reminder,Paid Full,14,Agency A,30809.3
481,2588,20250420,20250430,39,Phone Call,Restructured,18,In-house,0.0
482,1490,20240329,20240331,31,SMS Reminder,Restructured,53,In-house,0.0
483,680,20251214,20251231,50,Legal Notice,PTP Broken,12,In-house,0.0
484,895,20251025,20251031,31,Demand Letter,PTP Given,26,In-house,0.0
485,3968,20250526,20250531,31,Restructure Offer,PTP Given,49,In-house,0.0
486,3921,20250122,20250131,97,SMS Reminder,Reached,36,In-house,0.0
487,543,20250126,20250131,39,Phone Call,Reached,23,In-house,0.0
488,4075,20240611,20240630,60,Field Visit,Reached,2,Agency A,0.0
489,1625,20240911,20240930,32,Phone Call,Restructured,53,In-house,0.0
490,1941,20240807,20240831,95,Promise to Pay,Paid Full,18,In-house,27177.87
491,4129,20251118,20251130,32,Legal Notice,Reached,43,In-house,0.0
492,513,20251122,20251130,178,Phone Call,PTP Given,46,In-house,0.0
493,1105,20241124,20241130,242,Demand Letter,No Answer,46,Agency B,0.0
494,277,20250313,20250331,207,Phone Call,No Answer,19,In-house,0.0
495,776,20251122,20251130,333,SMS Reminder,No Answer,55,In-house,0.0
496,632,20250114,20250131,187,Phone Call,PTP Given,58,Agency A,0.0
497,2924,20241229,20241231,110,Phone Call,No Answer,4,In-house,0.0
498,3178,20250523,20250531,308,Promise to Pay,Reached,64,In-house,0.0
499,2546,20250514,20250531,71,Restructure Offer,PTP Broken,37,In-house,0.0
500,2771,20250718,20250731,304,Restructure Offer,Reached,40,In-house,0.0
501,649,20251220,20251231,249,SMS Reminder,Paid Partial,29,In-house,10228.42
502,3131,20251117,20251130,212,Restructure Offer,Escalated,24,In-house,0.0
503,3314,20240612,20240630,62,Phone Call,PTP Given,37,In-house,0.0
504,45,20250313,20250331,285,Phone Call,No Answer,64,In-house,0.0
505,167,20250614,20250630,56,Phone Call,Paid Full,11,In-house,21175.99
506,4062,20250313,20250331,172,Phone Call,Paid Full,10,In-house,14346.14
507,3241,20240909,20240930,54,Field Visit,No Answer,3,In-house,0.0
508,1912,20250321,20250331,294,SMS Reminder,PTP Broken,31,In-house,0.0
509,3329,20250216,20250228,99,Promise to Pay,PTP Broken,8,In-house,0.0
510,3563,20250718,20250731,156,Restructure Offer,Reached,14,In-house,0.0
511,3806,20240913,20240930,64,Restructure Offer,Paid Partial,64,In-house,11653.03
512,3070,20250514,20250531,180,Restructure Offer,No Answer,7,In-house,0.0
513,3195,20241113,20241130,180,SMS Reminder,Paid Partial,29,In-house,15042.49
514,590,20240822,20240831,61,Phone Call,PTP Broken,18,Agency A,0.0
515,2195,20251030,20251031,58,Phone Call,No Answer,36,In-house,0.0
516,634,20251120,20251130,41,Legal Notice,PTP Given,12,In-house,0.0
517,3114,20251208,20251231,66,SMS Reminder,Paid Full,6,In-house,21183.79
518,427,20250427,20250430,168,SMS Reminder,No Answer,17,Agency A,0.0
519,2161,20250124,20250131,78,Phone Call,Paid Full,9,Agency B,19217.11
520,1525,20250927,20250930,55,Field Visit,PTP Given,4,In-house,0.0
521,103,20251228,20251231,107,Restructure Offer,PTP Given,28,In-house,0.0
522,3933,20251111,20251130,217,SMS Reminder,PTP Given,47,In-house,0.0
523,3921,20250526,20250531,185,Demand Letter,PTP Broken,49,Agency A,0.0
524,4050,20241015,20241031,126,Phone Call,Reached,33,Agency A,0.0
525,1146,20250323,20250331,132,SMS Reminder,Paid Full,48,In-house,85825.23
526,1295,20251216,20251231,78,Promise to Pay,Reached,45,In-house,0.0
527,1582,20251130,20251130,360,SMS Reminder,Reached,9,Agency A,0.0
528,3828,20240812,20240831,82,Restructure Offer,No Answer,2,In-house,0.0
529,668,20240606,20240630,72,SMS Reminder,PTP Broken,35,Agency A,0.0
530,3754,20251123,20251130,346,SMS Reminder,Paid Full,46,In-house,4212.0
531,1381,20241222,20241231,106,Field Visit,PTP Broken,51,Agency A,0.0
532,3903,20240930,20240930,90,Phone Call,Reached,33,In-house,0.0
533,3251,20251209,20251231,113,Phone Call,PTP Broken,56,In-house,0.0
534,661,20250226,20250228,127,Restructure Offer,No Answer,21,Agency B,0.0
535,499,20250929,20250930,353,Restructure Offer,Paid Partial,7,In-house,2911.95
536,2473,20240820,20240831,111,SMS Reminder,Paid Partial,42,In-house,49659.64
537,1261,20251213,20251231,56,SMS Reminder,Reached,55,In-house,0.0
538,743,20250327,20250331,124,SMS Reminder,Paid Partial,5,In-house,12237.68
539,2269,20250629,20250630,137,Field Visit,Reached,60,In-house,0.0
540,3023,20250719,20250731,179,Phone Call,Escalated,7,In-house,0.0
541,1830,20251228,20251231,43,Promise to Pay,Paid Partial,43,In-house,7306.37
542,742,20250818,20250831,116,Phone Call,Paid Full,16,In-house,129819.19
543,949,20250417,20250430,273,Field Visit,Reached,31,In-house,0.0
544,405,20250731,20250731,116,Field Visit,Restructured,42,Agency A,0.0
545,182,20250830,20250831,360,Restructure Offer,Reached,53,In-house,0.0
546,2543,20250928,20250930,318,SMS Reminder,PTP Given,23,In-house,0.0
547,3005,20241229,20241231,68,Phone Call,Restructured,22,Agency A,0.0
548,2938,20241223,20241231,162,SMS Reminder,No Answer,37,In-house,0.0
549,2422,20250907,20250930,80,SMS Reminder,Escalated,59,In-house,0.0
550,3852,20251223,20251231,360,SMS Reminder,Paid Partial,46,Agency A,11534.32
551,1049,20250911,20250930,120,Restructure Offer,Escalated,34,In-house,0.0
552,39,20251211,20251231,360,Restructure Offer,Escalated,60,In-house,0.0
553,2161,20251231,20251231,250,Restructure Offer,PTP Broken,52,In-house,0.0
554,648,20250419,20250430,37,SMS Reminder,Reached,62,In-house,0.0
555,975,20250912,20250930,34,Phone Call,Paid Full,21,Agency A,17110.86
556,3777,20240914,20240930,59,SMS Reminder,No Answer,22,Agency A,0.0
557,2163,20250621,20250630,33,Field Visit,Escalated,41,In-house,0.0
558,2105,20251214,20251231,239,Promise to Pay,PTP Given,32,Agency A,0.0
559,2108,20251110,20251130,102,Phone Call,Reached,39,In-house,0.0
560,1133,20250410,20250430,208,SMS Reminder,PTP Given,28,In-house,0.0
561,4176,20250128,20250131,65,Promise to Pay,PTP Broken,48,In-house,0.0
562,4069,20251028,20251031,193,SMS Reminder,Restructured,55,In-house,0.0
563,2018,20251216,20251231,151,Promise to Pay,No Answer,33,Agency A,0.0
564,2737,20250809,20250831,301,Field Visit,Paid Partial,12,In-house,12947.13
565,3900,20250209,20250228,101,Phone Call,Reached,37,In-house,0.0
566,1678,20251211,20251231,318,SMS Reminder,Reached,28,In-house,0.0
567,772,20251209,20251231,78,Phone Call,No Answer,27,In-house,0.0
568,1928,20251024,20251031,152,Promise to Pay,PTP Given,28,In-house,0.0
569,1072,20250421,20250430,223,Restructure Offer,Paid Partial,38,In-house,59459.31
570,4170,20251025,20251031,170,Phone Call,No Answer,8,Agency B,0.0
571,2953,20250824,20250831,55,Phone Call,PTP Broken,23,In-house,0.0
572,1383,20250118,20250131,60,Phone Call,PTP Given,36,In-house,0.0
573,1818,20250522,20250531,50,SMS Reminder,Reached,60,In-house,0.0
574,2463,20250220,20250228,74,SMS Reminder,Paid Partial,24,In-house,17653.51
575,3769,20251223,20251231,205,Restructure Offer,Reached,48,In-house,0.0
576,1269,20251126,20251130,130,Phone Call,No Answer,34,In-house,0.0
577,2329,20251126,20251130,226,Demand Letter,Reached,9,In-house,0.0
578,3496,20250920,20250930,360,SMS Reminder,PTP Broken,60,In-house,0.0
579,3483,20250515,20250531,74,Restructure Offer,No Answer,6,Agency A,0.0
580,2446,20250412,20250430,50,Phone Call,Restructured,39,In-house,0.0
581,26,20250923,20250930,131,Restructure Offer,Reached,35,In-house,0.0
582,1640,20251030,20251031,245,Promise to Pay,Reached,10,In-house,0.0
583,3502,20250628,20250630,180,SMS Reminder,No Answer,54,In-house,0.0
584,3905,20250630,20250630,76,Legal Notice,PTP Broken,34,In-house,0.0
585,1902,20250221,20250228,36,SMS Reminder,Reached,48,In-house,0.0
586,3719,20251224,20251231,91,SMS Reminder,Paid Partial,63,In-house,20736.84
587,2480,20241207,20241231,105,SMS Reminder,PTP Given,8,In-house,0.0
588,792,20250408,20250430,183,Phone Call,Escalated,38,In-house,0.0
589,1445,20250914,20250930,171,SMS Reminder,Reached,51,In-house,0.0
590,792,20250910,20250930,323,Field Visit,Reached,54,Agency A,0.0
591,610,20251209,20251231,56,Restructure Offer,Paid Partial,58,In-house,10185.77
592,1615,20240810,20240831,38,Phone Call,Reached,8,In-house,0.0
593,3233,20240725,20240731,34,SMS Reminder,No Answer,36,In-house,0.0
594,404,20250215,20250228,98,Demand Letter,PTP Given,60,Agency B,0.0
595,317,20251116,20251130,83,Phone Call,Reached,55,In-house,0.0
596,1914,20251228,20251231,105,Restructure Offer,PTP Given,48,In-house,0.0
597,2732,20250224,20250228,44,Promise to Pay,Paid Partial,31,In-house,2313.07
598,2031,20250423,20250430,352,Promise to Pay,Escalated,60,Agency A,0.0
599,373,20241219,20241231,34,Restructure Offer,Restructured,51,Agency A,0.0
600,1530,20241017,20241031,108,Promise to Pay,Reached,61,In-house,0.0
601,1052,20241022,20241031,96,Demand Letter,Reached,24,In-house,0.0
602,3509,20250622,20250630,327,Phone Call,No Answer,57,In-house,0.0
603,2592,20251108,20251130,84,SMS Reminder,PTP Given,36,In-house,0.0
604,402,20250513,20250531,89,Field Visit,Escalated,38,In-house,0.0
605,4175,20250205,20250228,138,Restructure Offer,No Answer,8,In-house,0.0
606,272,20241110,20241130,31,Restructure Offer,Reached,27,In-house,0.0
607,2766,20250415,20250430,229,Demand Letter,PTP Broken,19,In-house,0.0
608,1306,20250225,20250228,192,Field Visit,Reached,39,In-house,0.0
609,3656,20250923,20250930,232,Demand Letter,No Answer,41,In-house,0.0
610,42,20251123,20251130,360,SMS Reminder,Restructured,50,Agency B,0.0
611,745,20251128,20251130,294,Demand Letter,Paid Partial,4,In-house,18419.1
612,2331,20240310,20240331,46,Field Visit,PTP Given,43,In-house,0.0
613,3409,20240830,20240831,190,Promise to Pay,Paid Partial,27,In-house,22330.1
614,1606,20241216,20241231,81,SMS Reminder,Paid Partial,25,In-house,54209.14
615,3142,20250413,20250430,347,Phone Call,PTP Given,14,In-house,0.0
616,2611,20250928,20250930,42,Legal Notice,No Answer,4,In-house,0.0
617,1828,20251025,20251031,109,Demand Letter,No Answer,44,In-house,0.0
618,917,20251207,20251231,56,Phone Call,Reached,23,In-house,0.0
619,2617,20251028,20251031,33,Demand Letter,PTP Broken,12,In-house,0.0
620,1146,20250607,20250630,190,SMS Reminder,PTP Given,17,In-house,0.0
621,3212,20250822,20250831,147,Promise to Pay,PTP Broken,20,Agency A,0.0
622,3777,20250125,20250131,183,Restructure Offer,Reached,26,Agency B,0.0
623,1441,20250527,20250531,252,Phone Call,PTP Given,32,In-house,0.0
624,2332,20250127,20250131,135,SMS Reminder,Reached,19,Agency A,0.0
625,3745,20251210,20251231,247,Phone Call,Paid Partial,21,In-house,2566.91
626,3885,20250308,20250331,68,Phone Call,Paid Partial,28,In-house,54933.34
627,688,20250614,20250630,90,SMS Reminder,Escalated,64,In-house,0.0
628,116,20251127,20251130,45,Restructure Offer,Paid Partial,38,Agency A,5885.61
629,2315,20251117,20251130,192,SMS Reminder,No Answer,1,In-house,0.0
630,2189,20251030,20251031,277,SMS Reminder,PTP Given,63,In-house,0.0
631,1618,20250627,20250630,286,Restructure Offer,Escalated,5,Agency A,0.0
632,4077,20250216,20250228,50,Demand Letter,No Answer,32,Agency B,0.0
633,1174,20240709,20240731,42,Phone Call,Escalated,31,Agency B,0.0
634,1280,20251107,20251130,193,Phone Call,No Answer,39,Agency A,0.0
635,896,20251207,20251231,85,Phone Call,Paid Partial,19,In-house,23754.71
636,3745,20250413,20250430,71,Phone Call,PTP Broken,35,In-house,0.0
637,3136,20250713,20250731,316,SMS Reminder,No Answer,52,In-house,0.0
638,3038,20241109,20241130,61,Phone Call,PTP Given,52,Agency A,0.0
639,1902,20250411,20250430,38,Phone Call,No Answer,39,In-house,0.0
